name,address,city,state,latitude,longitude,stars,review_count,categories
Caramba Mexican Food,17239 N Litchfield Rd,Surprise,AZ,33.6410385441,-112.35831241790001,3.5,105,"Desserts, Event Planning & Services, Caterers, Breakfast & Brunch, Tacos, Mexican, Restaurants, Food"
Czehoski,678 Queen Street W,Toronto,ON,43.6465832,-79.4074016,3.0,125,"Lounges, Restaurants, Bars, Nightlife, Polish"
Avondale Mazda,10675 W Papago Fwy,Avondale,AZ,33.459899,-112.28899299999999,3.0,67,"Car Dealers, Automotive, Auto Repair, Car Rental, Hotels & Travel"
Circle K,1595 N 115th Ave,Avondale,AZ,33.478691600000005,-112.309334,3.0,7,"Food, Grocery, Automotive, Gas Stations, Convenience Stores"
Great Clips,"9360 W Flamingo Rd, Ste 110",Las Vegas,NV,36.115947024,-115.2961315886,3.5,23,"Hair Salons, Barbers, Beauty & Spas"
Sunset Grill,1 Richmond St W,Toronto,ON,43.6513704,-79.379245,3.5,122,"Diners, Restaurants, Breakfast & Brunch, Canadian (New)"
MacDonald's Ranch,26540 N Scottsdale Rd,Scottsdale,AZ,33.72623,-111.926001,4.5,150,"Event Planning & Services, Horseback Riding, Active Life, Petting Zoos, Zoos, Venues & Event Spaces"
Cleveland Clinic - Lou Ruvo Center for Brain Health,888 W Bonneville Ave,Las Vegas,NV,36.1672061094,-115.15468600000001,3.5,25,"Health & Medical, Medical Centers"
Contemporary Furniture Liquidator,4612 N 43rd Ave,Phoenix,AZ,33.5040766,-112.1523361,3.0,18,"Furniture Stores, Wholesale Stores, Home & Garden, Shopping, Home Decor"
Viet Delicious Delicacy,"4300 Steeles Avenue E, Unit F30",Markham,ON,43.826276,-79.3064412,2.5,3,"Restaurants, Vietnamese"
Red House,"8902 E Via Linda, Ste 100",Scottsdale,AZ,33.5702214,-111.8891943,3.5,146,"Chinese, Restaurants"
Life Uniform,"4300 Meadows Ln, Ste 223, Meadows Mall",Las Vegas,NV,36.172257200000004,-115.19632460000001,3.0,12,"Uniforms, Women's Clothing, Fashion, Shopping, Medical Supplies"
Shabu & Congbul,"390 Steeles Avenue W, Unit 10",Vaughan,ON,43.796082299999995,-79.4339068,4.0,22,"Restaurants, Korean"
Han Mi Jeong,"9425 Leslie Street, Unit 3",Richmond Hill,ON,43.8663797,-79.38606300000001,3.5,91,"Korean, Restaurants"
Mopac Auto Supply,130 16 Ave NW,Calgary,AB,51.0673356,-114.06435630000001,3.5,3,"Car Stereo Installation, Auto Parts & Supplies, Automotive"
Christian Audigier The Nightclub,3300 S Las Vegas Blvd,Las Vegas,NV,36.1245369,-115.172324,3.0,79,"Nightlife, Dance Clubs"
Starbucks,394 Bay Street,Toronto,ON,43.6517599,-79.3816391,4.0,11,"American (New), Coffee & Tea, Restaurants, Food"
4Cats Arts Studio,1218B 9th Avenue SE,Calgary,AB,51.0419091,-114.0355963,5.0,4,"Home Decor, Art Classes, Home & Garden, Education, Shopping, Arts & Entertainment, Arts & Crafts"
Yu Garden,"8750 Bayview Avenue, Unit 14\15",Richmond Hill,ON,43.843191983100006,-79.4082011461,3.0,110,"Restaurants, Chinese"
BodyFuel Foods,7310 E Stetson Dr,Scottsdale,AZ,33.4997544757,-111.92369702719999,3.5,23,"Juice Bars & Smoothies, Food Delivery Services, Health Markets, Specialty Food, Food"
Sanrio,"Arizona Mills, 5000 Arizona Mills Cirle, Unit 477",Tempe,AZ,33.3845945,-111.96095349999999,4.0,12,"Toy Stores, Automotive, Shopping"
Lure Bistro,38040 3rd St,Willoughby,OH,41.64152070000001,-81.4080439,3.5,109,"Bistros, Restaurants, American (New), Seafood, Sushi Bars"
The Hub Grill and Bar,1925 S Sossaman Rd,Mesa,AZ,33.380424,-111.66622,4.0,495,"Barbeque, Restaurants, Nightlife, Burgers, American (Traditional), Sports Bars, Bars"
Überrito,"4912 E Shea Blvd, Ste 108",Phoenix,AZ,33.5836170722,-111.97613739139999,4.0,126,"American (Traditional), Mexican, Fast Food, Restaurants"
PGA Tour Superstore,8740 E Shea Blvd,Scottsdale,AZ,33.583989,-111.892618,4.0,39,"Fashion, Shoe Stores, Hotels & Travel, Shopping, Sporting Goods, Tours"
Ghostbar,4321 W Flamingo Rd,Las Vegas,NV,36.114484000000004,-115.194814,3.5,605,"Bars, Nightlife, Lounges, Dance Clubs"
Crab Corner,4161 S Eastern Ave,Las Vegas,NV,36.112998600000005,-115.119895,4.0,392,"Seafood, Bars, Nightlife, Restaurants, Sports Bars"
McFate Brewing Company,1312 N Scottsdale Rd,Scottsdale,AZ,33.4627701,-111.9268288,4.0,469,"Pizza, Beer Gardens, Food, Restaurants, American (New), Breweries, American (Traditional), Nightlife, Gastropubs"
Häagen-Dazs,3799 Las Vegas Blvd S,Las Vegas,NV,36.102250700000006,-115.1699679,4.0,17,"Juice Bars & Smoothies, Food, Ice Cream & Frozen Yogurt"
Greenapple Sports & Wellness,"4805 Park Rd, Ste 225",Charlotte,NC,35.16545,-80.8499741,5.0,9,"Sports Medicine, Doctors, Acupuncture, Physical Therapy, Chiropractors, Health & Medical"
Shower Me With Love,4845 Ashley Park Ln,Charlotte,NC,35.146469399999994,-80.8293707,3.0,17,"Shopping, Home Services, Interior Design, Toy Stores, Baby Gear & Furniture"
Joe's Farm Grill,"3000 E Ray Rd, Bldg 1",Gilbert,AZ,33.321866,-111.726244,4.0,2020,"Pizza, Italian, Restaurants, Salad, Local Flavor, American (Traditional)"
Best Buy Concord Mills,8210 Concord Mills Blvd,Concord,NC,35.368446399999996,-80.7190209,2.5,20,"Shopping, Home & Garden, Appliances, Electronics, Automotive, Car Stereo Installation, Computers"
Saba's Arizona's Original Western Store,7254 Main St,Scottsdale,AZ,33.49331,-111.92471299999998,4.5,26,"Shoe Stores, Shopping, Outlet Stores, Fashion"
Lock N Load Tactical,"9340 S Eastern Ave, Ste 104",Henderson,NV,36.018858,-115.11793700000001,4.0,139,"Shopping, Sporting Goods, Fashion, Sports Wear, Guns & Ammo, Outdoor Gear, Active Life, Gun/Rifle Ranges"
Moe's Déli et Bar,"Montréal-Pierre Elliott Trudeau International Airport, 975 Boulevard Roméo-Vachon Nord",Dorval,QC,45.458372999999995,-73.747026,2.0,40,"Restaurants, Delis"
Kimpton Hotel Monaco Pittsburgh,620 William Penn Pl,Pittsburgh,PA,40.441434,-79.996339,4.5,171,"Event Planning & Services, Wedding Planning, Hotels, Venues & Event Spaces, Hotels & Travel"
Starbucks,"7080 Warden Avenue, Building B, Unit 6",Markham,ON,43.822374385,-79.3258008869,3.5,25,"Food, Coffee & Tea"
Panera Bread,20199 N 67th Ave,Glendale,AZ,33.6670574,-112.2025881,2.0,67,"Soup, Salad, Restaurants, Sandwiches"
Teriyaki Boy Healthy Grill,1725 N Rainbow Blvd,Las Vegas,NV,36.1918003,-115.2432872,3.5,120,"Japanese, Asian Fusion, Restaurants"
Einstein Bros Bagels,6204 N Scottsdale Rd,Scottsdale,AZ,33.5291795133,-111.927473225,3.0,51,"Bagels, Food, Restaurants, Sandwiches, Breakfast & Brunch"
Monterra at WestWorld,16601 North Pima Rd,Scottsdale,AZ,33.633165999999996,-111.8851047514,3.0,4,"Restaurants, Venues & Event Spaces, Caterers, Event Planning & Services, Party & Event Planning, Steakhouses"
Create,"7290 W Lake Mead Blvd, Ste 2",Las Vegas,NV,36.1962809,-115.25090559999998,4.0,137,"Vegetarian, Burgers, Food, Restaurants, Ice Cream & Frozen Yogurt"
Pho Metro,"50 Bur Oak Avenue, Unit 7",Markham,ON,43.8891301,-79.31485970000001,3.5,153,"Comfort Food, Restaurants, Vietnamese, Noodles, Asian Fusion"
Sonora Quest Laboratories,"9445 E Ironwood Square Dr, Ste 110",Scottsdale,AZ,33.5776344,-111.8776271,3.0,21,"Health & Medical, Diagnostic Services, Laboratory Testing"
Sonic Drive-In,7761 Gateway Ln NW,Concord,NC,35.36732620000001,-80.7106781,2.5,23,"Burgers, Ice Cream & Frozen Yogurt, Restaurants, Fast Food, Food"
Sin City Yoga,1231 S Main St,Las Vegas,NV,36.1564238,-115.1534477,5.0,47,"Active Life, Fitness & Instruction, Yoga"
Cafe Rio,7664 W Lake Mead Blvd,Las Vegas,NV,36.1965901835,-115.2621223213,2.5,154,"Food, Restaurants, Mexican"
Eat Fresh Be Healthy,185 Dundas Street W,Toronto,ON,43.6549946,-79.3866757,4.0,174,"Italian, Restaurants, Indian"
Jung Soo Nae,10341 Yonge Street,Richmond Hill,ON,43.87978,-79.43824520000001,4.0,15,"Korean, Restaurants"
Siam Garden,"3607 Whitehall Park Dr, Ste X",Charlotte,NC,35.1517973,-80.9507926,3.5,132,"Thai, Restaurants"
Pun Cao Tong,550 Highway 7 E,Richmond Hill,ON,43.844814299999996,-79.3833926,3.0,51,"Desserts, Restaurants, Specialty Food, Chinese, Food"
Thai Food To Go,"3242 E Desert Inn Rd, Ste 9",Las Vegas,NV,36.130369,-115.10336000000001,4.5,384,"Food Delivery Services, Thai, Asian Fusion, Noodles, Restaurants, Food, Fast Food"
Wildlife World Zoo & Aquarium,16501 W Northern Ave,Litchfield Park,AZ,33.550406,-112.411351,3.5,546,"Amusement Parks, Zoos, Aquariums, Active Life"
Sonic Drive-In,2870 N Hayden Rd,Scottsdale,AZ,33.4797268,-111.90946799999999,2.5,44,"Ice Cream & Frozen Yogurt, Fast Food, Burgers, American (Traditional), Food, Restaurants"
Sam's Cafe,"2566 E Camelback Rd, Ste 201",Phoenix,AZ,33.5095991,-112.0260037,3.5,26,"Restaurants, Tex-Mex"
Maverick Coffee,10269 N Scottsdale Rd,Scottsdale,AZ,33.579705,-111.92405690000001,4.5,322,"Food, Bakeries, Coffee & Tea, Internet Cafes, Tea Rooms"
Hoja LuWei,615 Bloor Street W,Toronto,ON,43.6644506,-79.41378590000001,3.5,46,"Taiwanese, Restaurants"
Fellini's Italian Eatery,13162 Yonge Street,Richmond Hill,ON,43.9485489,-79.456023,2.5,15,"Restaurants, Italian"
Canton Rice Noodle,"2301 Brimley Road, Unit 134",Toronto,ON,43.7978023137,-79.27083235229999,4.0,9,"Restaurants, Chinese, Specialty Food, Food, Comfort Food"
US Post Office,2400 Orange Ave,Cleveland,OH,41.490834,-81.672618,2.5,15,"Shipping Centers, Post Offices, Public Services & Government, Local Services"
Starbucks,542 College Street,Toronto,ON,43.655837299999995,-79.4116214,3.0,17,"Coffee & Tea, Food"
Best Buy Parma,7400 Brookpark Rd,Cleveland,OH,41.4172020456,-81.7337329155,2.5,32,"Car Stereo Installation, IT Services & Computer Repair, Shopping, Local Services, Automotive, Computers"
Sichuan Landscape Chinese Restaurant,416 Spadina Avenue,Toronto,ON,43.6562218,-79.39980820000001,2.5,24,"Restaurants, Chinese"
Sushi On Rainbow,"6870 Spring Mountain Rd, Ste 6",Las Vegas,NV,36.12681920000001,-115.2421504,3.5,152,"Japanese, Buffets, Sushi Bars, Restaurants"
Monte Carlo Cleaners,16211 N Scottsdale Road,Scottsdale,AZ,33.634299799999994,-111.92413459999999,2.5,21,"Dry Cleaning & Laundry, Local Services, Laundry Services"
Jockey International,875 S Grand Central Pkwy,Las Vegas,NV,36.1638289,-115.1568419,4.5,3,"Outlet Stores, Shopping"
The Pearl of Asia Chinese Cuisine,4438 Sheppard Ave E,Toronto,ON,43.7877468,-79.2677401,3.0,4,"Dim Sum, Chinese, Restaurants"
Extended Stay America - Phoenix - Airport,3421 E. Elwood St.,Phoenix,AZ,33.4134868,-112.00800109999999,2.0,36,"Event Planning & Services, Hotels, Hotels & Travel, Apartments, Real Estate, Home Services"
Apple Store,"3111 W Chandler Blvd, Ste 1020",Chandler,AZ,33.302274,-111.89965500000001,3.0,202,"Computers, Local Services, Shopping, IT Services & Computer Repair, Mobile Phones"
Speedway,4280 W 150th St,Cleveland,OH,41.437621,-81.8016545,2.0,8,"Automotive, Food, Convenience Stores, Gas Stations"
Taste of Thailand Cuisine,5310 Dundas Street W,Etobicoke,ON,43.6359223,-79.5407666,3.5,73,"Restaurants, Thai"
Frost Gelato,"2150 E Williams Field Rd, Ste 120",Gilbert,AZ,33.3068367094,-111.74367204309999,4.5,407,"Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Italian, Desserts, Restaurants, Food"
Lammle's Western Wear & Tack,209 8th Ave SW,Calgary,AB,51.0454936,-114.06613109999999,4.5,10,"Women's Clothing, Sporting Goods, Shopping, Men's Clothing, Fashion"
Goodwill Industries,12001 N Cave Creek Rd,Phoenix,AZ,33.5951042,-112.03915549999999,3.0,6,"Community Service/Non-Profit, Used, Vintage & Consignment, Fashion, Local Services, Shopping"
China Sea Chinese Restaurant,610 Lincoln Ave,Bellevue,PA,40.4972056,-80.0583585,3.0,14,"Restaurants, Chinese"
Eye Opener Family Restaurant,524 W Hatcher Rd,Phoenix,AZ,33.571608000000005,-112.08133600000001,3.0,32,"Restaurants, Breakfast & Brunch"
The Ledges Shelter House & Trail,701 Kendall Park Rd,Peninsula,OH,41.218807500000004,-81.51179959999999,4.0,5,"Parks, Active Life"
The Breadfruit & Rum Bar,108 E Pierce St,Phoenix,AZ,33.4557075,-112.07201140000001,3.5,601,"Cocktail Bars, Restaurants, Caribbean, Nightlife, Bars, Vegan, Lounges, Active Life, Seafood"
Savers,3121 N Rancho Dr,Las Vegas,NV,36.215467100000005,-115.21250459999999,3.0,30,"Thrift Stores, Shopping, Fashion, Used, Vintage & Consignment, Local Services, Donation Center"
The Captain's Boil,4505 Sheppard Avenue E,Toronto,ON,43.787913,-79.264716,3.5,53,"Seafood, Asian Fusion, Cajun/Creole, Restaurants"
McDonald's,2736 Lakeshore Boulevard  W,Etobicoke,ON,43.6024609,-79.49883359999998,1.5,11,"Fast Food, Burgers, Restaurants"
CVS Pharmacy,10010 N Scottsdale Road,Scottsdale,AZ,33.5771572,-111.92681809999999,2.0,20,"Drugstores, Photography Stores & Services, Pharmacy, Shopping, Health & Medical"
Paul Hillier Photography,,Toronto,ON,43.653226000000004,-79.3831843,4.0,10,"Photographers, Event Planning & Services"
Sanctuary Spa,5700 E McDonald Dr,Scottsdale,AZ,33.5220578,-111.95922409999999,3.5,76,"Massage, Hotels, Event Planning & Services, Beauty & Spas, Hotels & Travel, Day Spas"
A-4 Auto Repair,"21629 N 9th Ave, Ste 9",Phoenix,AZ,33.6829005,-112.0846537,5.0,13,"Auto Repair, Automotive"
La Grotta on Main,205 Main St,Markham,ON,43.8684631,-79.31209399999999,2.0,25,"American (New), Restaurants, Italian, Canadian (New)"
Olive Garden Italian Restaurant,80 N Nellis Blvd,Las Vegas,NV,36.160551299999995,-115.0617047,3.0,143,"Restaurants, Salad, Bars, Nightlife, Italian, Wine Bars"
Harry's Lounge Tempe Mission Palm's Hotel,"60 E 5th St, Ste 101",Tempe,AZ,33.426092,-111.938822,3.5,14,"Lounges, Restaurants, Nightlife, American (Traditional), Bars"
Darling,4328 Boulevard Saint-Laurent,Montréal,QC,45.518842,-73.584071,4.0,63,"Bars, Restaurants, Nightlife, Cafes"
Sofitel Montreal Golden Mile,1155 Rue Sherbrooke Ouest,Montréal,QC,45.501465,-73.57739699999999,4.0,71,"Investing, Hotels & Travel, Event Planning & Services, Hotels, Financial Services"
Subway,"7620 E Indian School Rd, Ste 102",Scottsdale,AZ,33.4965623,-111.91703329999999,3.5,13,"Sandwiches, Restaurants, Fast Food"
Wild Wing Cafe,"210 E Trade St, Ste D262",Charlotte,NC,35.225324,-80.842187,2.5,154,"American (Traditional), Barbeque, Chicken Wings, Burgers, Restaurants"
Senbazuru Sushi Bar,"9665 Bayview Avenue, Unit 13",Richmond Hill,ON,43.868093,-79.41223199999999,3.5,31,"Sushi Bars, Restaurants, Japanese"
Victoria's Secret,7700 W Arrowhead Towne Ctr,Glendale,AZ,33.6420951,-112.22553300000001,3.0,43,"Lingerie, Shopping, Fashion"
Bar Neon,1226 Bloor Street W,Toronto,ON,43.6591711775,-79.43926334380001,4.0,59,"Beer, Wine & Spirits, Restaurants, Food, Mediterranean, Nightlife, Bars, Tapas/Small Plates, Tapas Bars"
Rocks The Jewelers,11011 W Charleston Blvd,Las Vegas,NV,36.156400399999995,-115.33355619999999,3.0,3,"Jewelry, Shopping"
CVS Pharmacy,9695 S Maryland Pkwy,Las Vegas,NV,36.0137549,-115.13733899999998,2.5,24,"Drugstores, Shopping"
Bar Raval,505 College Street,Toronto,ON,43.6559438483,-79.41009968520001,4.0,225,"Restaurants, Nightlife, Spanish, Bars, Tapas Bars, Cocktail Bars, Tapas/Small Plates"
DICK'S Sporting Goods,"10530 Ne Pkwy, Ste J, Sycamore Commons",Matthews,NC,35.131044,-80.703039,2.0,8,"Fashion, Shoe Stores, Sports Wear, Fitness/Exercise Equipment, Sporting Goods, Shopping, Outdoor Gear"
SPIN Toronto,461 King St W,Toronto,ON,43.6447886395,-79.3963426352,4.0,128,"Nightlife, Sports Clubs, American (Traditional), Bars, Cocktail Bars, Tapas/Small Plates, Social Clubs, Restaurants, Arts & Entertainment, Active Life"
Earls Kitchen + Bar,2401 4th Street,Calgary,AB,51.0313199,-114.0719679,3.5,57,"Lounges, Nightlife, Cocktail Bars, Tapas Bars, Bars, American (New), Canadian (New), Comfort Food, Restaurants"
Smoke's Poutinerie,203 Dundas Street E,Toronto,ON,43.6571244,-79.3735923,3.5,153,"Poutineries, Restaurants, Fast Food"
Red Rock Smoke Shop,"10300 W Charleston Blvd, Ste 8",Las Vegas,NV,36.1602604085,-115.3214573767,2.0,5,"Tobacco Shops, Shopping"
Taco Bell,9015 S Tryon St,Charlotte,NC,35.13524,-80.9387,2.0,43,"Tex-Mex, Mexican, Restaurants, Fast Food"
Enoteca Sociale,1288 Dundas St W,Toronto,ON,43.649582200000005,-79.4256294,4.0,282,"Italian, Restaurants"
TruFusion Blue Diamond,"4750 Blue Diamond Rd, Ste 100",Las Vegas,NV,36.034667999999996,-115.20636999999999,4.5,63,"Yoga, Active Life, Pilates, Fitness & Instruction, Cycling Classes"
Fine Wine & Good Spirits - Premium Collection,5956 Penn Cir S,Pittsburgh,PA,40.459283299999996,-79.9263172,4.0,38,"Food, Beer, Wine & Spirits"
Azteca Mexican Restaurant,9709 E Independence Blvd,Matthews,NC,35.1345297,-80.7123891,3.5,162,"Mexican, Restaurants"
Daddy's Delights,"2103 Western Ave, Ste A",Las Vegas,NV,36.14795529999999,-115.16457209999999,3.0,128,"Food Delivery Services, Food, Wraps, Juice Bars & Smoothies, Italian, Pizza, Specialty Food, Vegetarian, Restaurants"
Arizona Rock 'n' Roll Marathon and Half Marathon,1700 W Washington St,Phoenix,AZ,33.448153000000005,-112.094536,4.0,60,"Active Life, Races & Competitions, Fitness & Instruction"
Plumeria Thai Cafe,6710 W Cheyenne Ave,Las Vegas,NV,36.2192233223,-115.24270378770001,4.5,262,"Asian Fusion, Thai, Restaurants, Hawaiian"
Wells Fargo Bank,3555 S Jones Blvd,Las Vegas,NV,36.124551700000005,-115.22547479999999,2.5,14,"Banks & Credit Unions, Financial Services"
DSW Designer Shoe Warehouse,9551 S Blvd,Charlotte,NC,35.106590999999995,-80.876862,3.0,14,"Shoe Stores, Shopping, Fashion"
Graz Kitchen Fresh,505 S Chandler Village Dr,Chandler,AZ,33.294406699999996,-111.9014695,4.5,220,"Food, Juice Bars & Smoothies, American (Traditional), Breakfast & Brunch, Cafes, Restaurants, Vegetarian, Salad, Sandwiches"
Willard Park,9TH And Lakeside Ave,Cleveland,OH,41.500778100000005,-81.7021372,3.5,3,"Active Life, Parks"
Tapacubo,225 E Apache Blvd,Tempe,AZ,33.4142827,-111.93618319999999,3.0,126,"Food Trucks, Restaurants, Hotels, Nightlife, Food, Event Planning & Services, Mexican, Bars, Lounges, Hotels & Travel"
Cold Mountain Creamery,8640 University City Blvd.,Charlotte,NC,35.2966952,-80.73781269999999,3.0,4,"Food, Ice Cream & Frozen Yogurt"
NTB,5352 S Blvd,Charlotte,NC,35.1632738,-80.87651170000001,2.0,13,"Tires, Auto Repair, Automotive, Oil Change Stations"
SkyBar,3752 Las Vegas Blvd S,Las Vegas,NV,36.106259853699996,-115.1739692688,4.5,453,"Food, Nightlife, Lounges, Beer, Wine & Spirits, Bars"
Phoenix Zoo,455 N Galvin Pkwy,Phoenix,AZ,33.451213,-111.94804599999999,4.0,608,"Active Life, Museums, Arts & Entertainment, Zoos"
Sushi Bros,8841 N 19th Ave,Phoenix,AZ,33.5657923,-112.0991561,4.5,139,"Restaurants, Japanese, Sushi Bars"
Michael's No Frills,681 Silver Star Boulevard,Scarborough,ON,43.8238475,-79.2988766,3.0,17,"Food, Bakeries, Grocery, Specialty Food, Seafood Markets"
BabyStacks Cafe,"2400 N Buffalo Dr, Ste 145",Las Vegas,NV,36.204189,-115.260244,4.0,1247,"Restaurants, Coffee & Tea, Food, American (Traditional), Breakfast & Brunch"
Eggsmart,655 The Queensway,Mississauga,ON,43.5886567,-79.5927603,4.0,18,"Food, Breakfast & Brunch, Burgers, Restaurants"
Goodwill,4422 E University Dr,Mesa,AZ,33.4238580568,-111.73461992290001,2.5,9,"Shopping, Thrift Stores"
St. Matthew's BBQ Chicken,527 Rogers Rd,Toronto,ON,43.682109600000004,-79.4690042,4.5,22,"Chicken Wings, Restaurants, Portuguese, Local Flavor, Barbeque"
Best Buy Las Vegas,2050 N Rainbow Blvd,Las Vegas,NV,36.1964714,-115.23852120000001,2.5,153,"Appliances, Shopping, Computers, Automotive, Electronics, Car Stereo Installation, Home & Garden"
Hanshiktaco,,Las Vegas,NV,36.1988542,-115.2659777,3.5,63,"Mexican, Food, Restaurants, Korean, Food Stands"
BoxLunch,3111 W Chandler Blvd,Chandler,AZ,33.301586300000004,-111.89859340000001,5.0,5,"Accessories, Plus Size Fashion, Flowers & Gifts, Women's Clothing, Fashion, Gift Shops, Shopping, Hobby Shops, Men's Clothing"
Encore Sundries,3131 Las Vegas Blvd S,Las Vegas,NV,36.127106899999994,-115.1648303,3.0,12,"Convenience Stores, Food, Gift Shops, Hotels & Travel, Shopping, Flowers & Gifts"
The Burgernator,269 Augusta Avenue,Toronto,ON,43.6556342,-79.4024449,4.0,310,"Restaurants, Burgers"
Carlos O'Brien's Mexican Restaurant,1133 E Northern Ave,Phoenix,AZ,33.552592499999996,-112.05716540000002,3.5,246,"Salad, Restaurants, Desserts, Mexican, Food"
Marie's Cafe,117 Public Sq,Medina,OH,41.139374100000005,-81.8633777,3.5,30,"Coffee & Tea, Breakfast & Brunch, Restaurants, Mediterranean, Food, Diners, Sandwiches, Specialty Food, Middle Eastern, Ethnic Food"
Full Circle Pizza and Oyster Bar,"933 17 Avenue SW, Suite 100",Calgary,AB,51.037589200000006,-114.08390559999998,4.0,37,"Pizza, Restaurants, Seafood"
Climbmax Climbing Gym,"1330 W Auto Dr, Ste 108",Tempe,AZ,33.3431488,-111.95894479999998,3.0,66,"Climbing, Amusement Parks, Active Life, Gyms, Fitness & Instruction"
Le Castillon,"Hilton Bonaventure, 900, rue de la Gauchetière",Montréal,QC,45.4993335,-73.56494659999998,3.0,3,"Restaurants, French"
The Keg Steakhouse + Bar - Richmond Hill,162 York Blvd.,Richmond Hill,ON,43.848318400000004,-79.3757322,4.0,159,"Steakhouses, Restaurants, Seafood, Bars, Nightlife"
Hofbrauhaus Cleveland,1550 Chester Ave,Cleveland,OH,41.5028607,-81.6811037,3.0,320,"Bars, Beer Gardens, Nightlife, German, Restaurants"
Kwality Sweets & Restaurants,2150 Steeles Avenue E,Brampton,ON,43.713403899999996,-79.68182809999999,3.5,98,"Indian, Buffets, Caterers, Event Planning & Services, Food, Restaurants"
Citrus Restaurant and Lounge,"The Grand Hotel & Suites Toronto, 225 Jarvis Street",Toronto,ON,43.656453000000006,-79.3737463,4.0,17,"American (New), Breakfast & Brunch, Salad, Bars, Restaurants, Nightlife"
I-Nails Spa,"9711 S Eastern Ave, Ste H3",Las Vegas,NV,36.0126257,-115.11952579999999,3.0,47,"Nail Salons, Beauty & Spas, Waxing, Hair Removal, Skin Care"
Uncle Biff's California Killer Cookies,"6239 N 7th St, Ste 100",Phoenix,AZ,33.5286979,-112.06461370000001,4.5,62,"Coffee & Tea, Bakeries, Food"
Save-Mor Beer & Pop Warehouse,4516 Browns Hill Rd,Pittsburgh,PA,40.4169465,-79.92546329999999,4.0,10,"Breweries, Food, Hotels & Travel, Shaved Ice, Tours, Beer Tours, Beer, Wine & Spirits, Shopping, Tobacco Shops"
Savannah Red,100 W Trade St,Charlotte,NC,35.2279912,-80.843388,4.0,38,"Restaurants, American (New), Soul Food"
Texas Roadhouse,14175 W Grand Ave,Surprise,AZ,33.65198,-112.36833200000001,3.0,139,"Burgers, Steakhouses, Restaurants, American (Traditional), Barbeque"
Foreign Money Exchange,"101 Convention Center Dr, Ste 101",Las Vegas,NV,36.132033,-115.161271,4.5,94,"Banks & Credit Unions, Currency Exchange, Financial Services, Hotels & Travel, Travel Services"
Makkah Restaurant,1020 Danforth Ave,Toronto,ON,43.6806999,-79.33665479999999,3.5,70,"Restaurants, Pakistani, Indian"
Cruisin' 7th,3702 N 7th St,Phoenix,AZ,33.490417699999995,-112.06538130000001,3.5,25,"Gay Bars, Bars, Nightlife"
Old Brooklyn Cheese Company,4138 Pearl Rd,Cleveland,OH,41.4426846,-81.7046795,5.0,30,"Meat Shops, Food, Cheese Shops, Local Flavor, Education, Sandwiches, Tasting Classes, Grocery, Cheese Tasting Classes, Specialty Food, Restaurants"
Lee's Sandwiches,3989 Spring Mountain Rd,Las Vegas,NV,36.126027151399995,-115.1929696908,3.0,720,"Sandwiches, Food, Bakeries, Restaurants"
Aunties & Uncles,74 Lippincott Street,Toronto,ON,43.6569999,-79.4067699,3.5,333,"Restaurants, Breakfast & Brunch"
Amélie's French Bakery & Café,"2424 N Davidson St, Ste 102",Charlotte,NC,35.241145,-80.812057,4.0,1566,"Restaurants, Coffee & Tea, Food, Cafes, Bakeries, Patisserie/Cake Shop, Breakfast & Brunch"
Mastro's City Hall,6991 E Camelback Rd,Scottsdale,AZ,33.5013952581,-111.9319242239,4.0,886,"Steakhouses, Restaurants, American (Traditional), Seafood"
George and Dragon Pub,4240 N Central Ave,Phoenix,AZ,33.4977731,-112.07413829999999,3.5,459,"British, Nightlife, Restaurants, Pubs, Bars"
Royalty Brake & Tire,4801 S Pecos Rd,Las Vegas,NV,36.101670299999995,-115.101642,3.0,14,"Auto Repair, Automotive, Tires"
Total Wellness Acupuncture,"3201 W Peoria Ave, Ste C-607",Phoenix,AZ,33.581528000000006,-112.129099,4.5,14,"Doctors, Health & Medical, Traditional Chinese Medicine, Massage, Acupuncture, Naturopathic/Holistic, Beauty & Spas"
A&W,35 Eglinton Avenue E,Toronto,ON,43.706744,-79.3971411,2.5,10,"Burgers, Fast Food, Restaurants"
City National Arena,1550 S Pavilion Center Dr,Las Vegas,NV,36.15415479999999,-115.32976869999999,4.5,41,"Stadiums & Arenas, Arts & Entertainment"
Ross Dress for Less,3021 N Rainbow Blvd,Las Vegas,NV,36.2154844,-115.24244750000001,3.5,14,"Department Stores, Fashion, Women's Clothing, Men's Clothing, Shopping, Discount Store, Home Decor, Home & Garden"
Dream Cafe & Hookah Bar,"4755 W Flamingo Rd, Unit J",Las Vegas,NV,36.115007299999995,-115.2055433,3.5,19,"Nightlife, Cafes, Bars, Restaurants, Hookah Bars"
Smith's,8555 W Sahara Ave,Las Vegas,NV,36.142613700000005,-115.27755390000002,3.5,62,"Shopping, Grocery, Food, Drugstores"
Modern Fabrics,"4450 South Blvd, Ste 1",Charlotte,NC,35.181234100000005,-80.8768276,4.5,12,"Arts & Crafts, Interior Design, Home Decor, Fabric Stores, Shopping, Home Services, Home & Garden"
Flatlands Cafe,550 11 Avenue SW,Calgary,AB,51.0429709,-114.07370120000002,3.0,4,"Cafes, Restaurants"
