user_id,name,review_count,gijun,review_scale
npD9KeIpB7PX3OwBMxZ3EQ,Daisy,1504,name,15
L6iAzwlfXc2WK7a6XxkviQ,Jim,1504,name,15
y1PFtSTmU0YFqeXfXcLqdw,Donna,1504,name,15
DHRupjFv4GyD0tEdj-QNjQ,Mike,1503,name,15
nx5-LzxIVXlQrKpWL_3PVQ,Mary,1502,name,15
9fe41Vmw245Eho1PghHHKw,Amy,1501,name,15
vkxKfc-S4X7AvlMSL64ngw,Danny,1501,name,15
GaTWkVy-pY6phZOqW6ykuw,Pete,1500,name,15
dArzYnlZh0gBLjA6YkJeoQ,Isabel,1500,name,15
#NAME?,Rachel,1499,name,15
DS0Idr2XDhz5e7ZfSy0dYA,Ken,1498,name,15
Rvn-Ymc8_9z4vbcm2ZwenQ,Ryna,1496,name,15
fdwVdy6TuY1kjYeEPMZKVw,Deb,1495,name,15
CyAl5D-GjX-ZtqdQqG4_ew,Dave,1494,name,15
cKTA-iJbfrioKWFiDreghw,Tammy,1494,name,15
GCuDiPUKYxhgFHP5LqJa2Q,Gloria,1490,name,15
6rb0JzTRvGMUFi3-v0c6Hw,Stephanie,1489,name,15
GMxzcQwOAbCKnoUVm5fwpA,JoseLuis,1486,name,15
PsF-A4zQ2n7o1SF6oUNjcw,Kymberli,1485,name,15
QhpD_YU3_RDMKjkH5DXMYg,Gail,1485,name,15
AGraTma9eEgsiJFDIy6tbg,Maile,1484,name,15
mtVsTE9pyOsY2xCuRRFCvw,J,1482,name,15
mGAgc73bhiO_xXvpLy2Org,Carol,1481,name,15
9zK9ZYmGa0ciHf2NlucboQ,Joshua,1481,name,15
Y3QU8Jj3lYuVa2LmunvnRg,Jen,1481,name,15
K7thO1n-vZ9PFYiC7nTR2w,Yelper,1478,name,15
HVQKFDi-vZbawtmLMq3ZOw,Gab,1475,name,15
AQGMTHae70n3MnONotAuYQ,Kathy,1474,name,15
0Cwus8T5TL7AqKa3iAqyFw,Ma-e,1474,name,15
LtGu1ZOeK_OwAkDPIkIl4Q,Tom,1474,name,15
8rzqG5NLuDlnqE49USzvTw,Keven,1473,name,15
Gfxb_D1k8tueAoGn4cseoA,Yuko,1472,name,15
oeFiWvoOG0hpMOXXxblfyQ,Coty,1472,name,15
kLm3B6LeboEZWX_4otpILA,Izzat,1471,name,15
DsHsuhUvyyW_75zFcJxkKw,Andrew,1469,name,15
6VytXlGLnQnXXCrhvT0AJw,Libby,1469,name,15
mgytZAasaiBf-END4aZD9w,Cat,1468,name,15
SDytcPY5fiuuDbTkPE8GyA,Pinky And The,1467,name,15
rm-oUeqX0T3-SvaoGw2UJA,Sophia,1465,name,15
fQcfRZkcOO-MXFYD5umf2w,Alan,1464,name,15
ot3m-jIwFMFFCMG1bkLZgQ,Ninette,1463,name,15
_H1VvAk65d2z-2-XuLHkmw,Jackie,1462,name,15
Dj77pkw_EZJvR-F4RIf_BQ,Jen,1462,name,15
pnfVIB7UhvCQ7X2K0Q2XIw,Retired,1461,name,15
YS4pJyJjRURaiBgrlDeohg,Nick,1461,name,15
pRfWy61wU9e1nrCVrOEWLA,Richard,1458,name,15
I2qJvA0tbGdZJ3XrwzwfzA,Randoll,1457,name,15
6tDMGnbO4m8ENlUvG7r0eA,Sean,1457,name,15
